First_pokemon,Second_pokemon,Winner
694,649,649
442,139,139
303,59,59
568,571,571
290,630,630
236,451,451
256,58,58
341,141,141
667,402,667
124,375,375
672,328,672
142,632,142
374,222,222
321,517,321
44,506,506
160,431,431
500,218,500
223,541,223
427,403,427
611,533,611
478,508,508
658,278,658
267,239,239
642,293,642
10,452,452
578,54,54
408,444,444
55,365,55
13,192,13
190,711,711
705,407,407
585,432,432
332,171,171
370,523,523
235,124,124
182,672,672
391,481,391
657,583,657
70,702,70
667,654,654
257,620,620
640,105,640
675,306,675
189,480,189
584,33,584
477,409,409
221,53,53
527,376,527
449,166,166
6,47,6
569,263,569
546,578,546
608,350,350
341,459,459
184,464,184
48,596,596
513,221,513
460,87,87
247,546,546
676,454,676
444,162,162
504,624,624
368,169,169
44,491,491
670,397,397
420,702,702
72,535,72
508,200,200
142,685,142
450,663,450
63,507,507
207,486,486
240,169,169
570,488,570
6,282,6
49,292,49
520,226,226
145,687,145
94,6,94
74,330,330
417,228,417
712,230,230
658,38,658
69,304,69
610,333,610
527,666,666
365,68,365
295,433,295
448,352,448
392,677,392
631,4,4
74,364,364
276,392,392
160,351,160
262,283,262
62,697,697
613,494,494
43,48,48
364,47,364
199,1,1
351,110,351
477,592,592
557,17,17
436,213,436
674,414,414
277,348,277
489,172,489
345,174,345
84,377,84
423,480,480
674,460,460
43,609,609
164,659,164
432,511,432
700,607,700
546,379,546
240,30,240
23,102,23
304,125,125
694,57,57
170,305,170
444,697,444
681,574,574
483,220,483
54,248,248
620,599,620
277,288,277
417,505,417
160,422,160
594,309,309
278,358,278
208,417,417
355,263,263
266,41,41
136,654,654
127,178,178
48,315,315
587,124,587
396,120,120
225,258,225
120,29,120
104,453,453
519,427,427
189,539,189
390,268,390
532,22,22
78,53,53
335,68,335
494,536,494
531,561,561
29,328,328
309,34,34
563,513,513
435,160,435
24,110,24
277,68,68
609,639,639
570,441,441
506,205,506
564,179,179
285,308,308
214,494,494
15,321,15
12,673,12
432,421,432
498,68,68
551,377,551
309,406,309
331,7,7
425,92,92
374,176,176
469,630,469
569,490,490
491,183,491
411,349,411
303,603,303
76,422,76
654,477,654
713,269,713
298,535,535
605,266,605
34,48,34
142,643,142
262,121,121
721,83,721
540,156,156
680,492,492
583,305,583
558,563,558
267,272,272
293,8,8
270,425,425
418,172,418
208,191,191
381,427,381
331,418,331
517,416,416
639,546,639
385,691,385
646,652,646
257,16,257
427,640,640
648,695,695
694,191,694
455,151,151
135,28,28
133,358,358
516,287,516
259,5,5
14,235,235
398,34,398
462,458,462
523,470,523
76,270,76
33,641,641
612,156,612
237,210,237
61,250,250
245,474,474
48,387,48
607,327,327
109,141,141
336,484,484
637,207,637
628,223,628
241,164,241
128,47,128
639,411,639
331,536,536
364,597,364
587,374,587
400,467,467
397,674,397
488,505,488
7,572,572
266,167,167
488,117,117
512,531,512
317,274,274
559,560,560
592,330,330
238,679,679
62,405,405
614,657,657
454,462,454
696,591,696
563,110,110
628,692,628
720,467,467
188,12,188
284,180,284
331,330,330
474,96,474
46,672,672
162,433,162
527,300,527
239,530,530
650,283,283
568,677,677
51,546,51
65,326,65
23,92,92
525,354,354
390,633,390
554,259,259
552,560,552
240,247,240
164,124,124
456,386,386
488,397,488
477,475,475
101,2,101
1,221,221
678,332,678
692,655,655
535,340,535
441,210,441
566,469,469
75,264,264
533,570,533
527,436,527
548,278,548
159,78,78
137,21,21
386,459,386
140,205,140
394,282,282
475,285,475
273,369,369
93,711,93
471,253,253
232,257,257
401,572,572
398,262,398
419,114,419
616,227,227
432,484,432
407,653,407
535,312,312
147,118,118
298,102,102
542,228,542
519,413,519
230,315,230
225,712,225
448,23,448
399,671,671
310,331,310
364,720,720
480,663,663
311,622,622
509,525,525
203,224,203
190,589,589
318,621,318
169,342,169
414,362,362
605,437,437
686,22,22
188,267,188
93,117,93
422,488,488
70,331,70
638,147,638
120,210,210
56,456,56
404,510,510
399,240,240
335,454,335
526,252,526
335,680,680
123,3,123
624,601,601
370,432,432
481,354,481
390,481,481
695,356,695
448,300,448
207,285,207
466,74,466
386,352,386
173,131,131
186,10,186
328,522,328
507,511,511
296,469,469
510,557,510
84,614,84
537,645,645
671,394,671
302,461,461
531,601,601
116,709,116
527,675,527
625,422,625
327,346,327
716,601,716
14,84,84
467,660,467
683,171,171
136,570,570
74,669,669
599,560,560
66,329,329
634,585,585
407,286,407
683,451,451
443,515,515
628,387,628
538,233,233
513,491,491
692,119,119
358,413,358
612,371,612
317,184,317
115,453,115
485,180,485
646,667,646
2,640,640
175,364,364
473,100,100
318,328,318
706,159,706
41,117,117
236,489,489
307,150,150
511,676,676
127,598,127
526,692,692
609,577,609
375,672,672
315,423,315
418,686,418
169,681,681
700,524,700
50,589,589
450,252,252
460,231,460
442,629,629
680,539,539
694,630,630
161,588,588
163,295,295
466,615,615
59,479,479
355,362,362
645,291,291
181,558,181
680,148,148
637,492,492
485,550,550
342,37,37
162,391,162
550,406,550
681,435,435
565,377,377
613,128,128
26,515,26
26,515,32
32,515,26
32,515,32
300,710,710
338,303,338
621,284,284
376,676,676
102,564,102
220,547,547
538,176,538
503,490,490
302,283,283
643,507,643
454,508,454
358,253,253
3,155,3
714,352,714
42,579,42
502,600,502
212,197,197
196,405,196
151,617,617
702,302,702
317,480,480
550,607,550
79,693,693
696,131,131
111,367,367
714,689,689
536,294,536
278,299,278
314,98,314
120,474,474
606,327,327
64,378,64
136,668,668
72,258,72
530,419,419
573,234,573
512,98,512
347,598,598
142,61,142
161,613,613
34,603,34
66,503,503
713,616,713
75,227,227
310,682,310
182,435,435
402,24,24
169,133,169
467,507,467
620,85,620
228,483,483
523,447,523
433,306,306
75,90,90
455,274,274
567,418,567
139,253,253
417,47,47
615,38,615
240,311,311
454,337,454
672,192,672
294,585,585
599,548,548
537,616,537
116,613,116
304,84,304
379,425,425
106,516,516
73,250,73
487,505,505
349,390,349
309,207,207
14,172,172
433,5,5
579,708,708
327,608,608
579,644,644
514,526,526
525,139,139
397,643,643
114,511,511
103,534,103
654,309,654
3,358,3
39,691,39
701,34,701
348,135,135
13,499,499
332,14,332
57,445,445
636,412,636
621,512,512
478,409,409
17,147,17
240,660,240
710,413,710
77,505,77
235,353,353
191,173,191
198,131,198
638,553,638
588,586,586
246,14,246
709,108,108
569,259,569
121,431,121
478,501,501
370,489,370
388,174,388
267,541,267
222,432,432
158,161,158
226,336,226
8,713,8
197,603,197
304,292,304
315,512,512
266,271,271
31,125,125
579,90,90
368,573,573
317,29,317
14,400,400
250,41,250
663,2,663
197,693,197
410,638,638
140,287,140
386,512,386
659,66,659
92,573,573
43,382,382
631,301,301
656,443,656
666,388,666
366,686,686
456,174,456
324,623,623
443,270,443
548,343,343
15,515,15
472,623,472
403,300,300
555,337,555
29,350,350
305,56,56
259,200,200
255,332,332
484,492,492
554,445,445
604,285,604
487,96,487
500,117,117
135,659,135
67,46,67
213,253,253
651,305,651
420,134,134
399,348,348
387,39,387
546,58,546
686,527,686
431,639,639
641,658,658
244,84,244
696,107,107
717,65,717
250,362,250
176,140,140
34,641,641
654,712,654
328,98,98
94,258,94
594,515,594
648,302,648
704,146,146
485,41,485
6,514,514
583,215,215
137,127,127
289,237,289
567,636,567
45,608,608
454,655,655
341,42,42
560,170,170
271,100,100
651,714,651
505,20,20
444,286,444
477,224,224
281,621,281
169,660,169
380,280,380
373,128,128
461,129,461
175,588,588
299,28,28
213,86,86
382,227,382
448,291,291
324,523,523
107,63,63
453,462,462
340,258,340
165,427,427
595,583,595
442,639,639
477,365,365
314,635,635
709,293,293
203,57,57
370,245,370
303,253,253
499,327,327
22,345,22
167,318,318
117,445,445
152,601,601
72,119,72
94,261,94
530,394,530
74,327,327
233,616,233
656,583,656
180,711,711
305,517,305
342,70,70
669,329,329
441,324,441
413,676,676
694,674,694
121,513,121
664,115,115
470,294,470
392,295,392
661,260,661
134,549,549
133,289,289
621,175,175
236,643,643
436,282,282
271,128,128
98,394,394
310,215,215
355,307,355
478,47,478
25,335,335
31,692,31
382,534,382
685,682,685
439,189,189
128,62,128
418,336,418
159,341,159
637,680,680
395,385,385
559,633,559
194,236,236
513,16,513
656,483,483
541,339,339
553,66,553
521,414,521
382,376,382
502,497,497
91,648,648
640,541,640
423,106,106
136,495,136
609,481,481
254,547,254
38,573,573
66,408,408
385,190,385
267,170,170
673,202,673
437,120,120
113,235,235
276,566,276
6,129,6
369,518,369
651,42,42
352,156,156
29,72,72
595,587,587
65,623,623
354,356,354
695,348,348
294,365,365
632,108,632
184,308,308
61,685,61
347,640,640
137,362,362
158,194,158
714,670,714
636,194,636
368,578,368
169,368,169
37,622,622
370,97,370
672,260,260
179,568,568
320,492,492
692,707,707
360,192,192
109,219,109
452,56,452
706,325,706
66,189,189
691,196,196
528,248,528
111,59,59
398,159,398
419,185,419
69,501,501
481,397,397
448,368,448
470,176,470
669,218,669
42,390,42
682,537,537
201,667,667
15,319,319
15,97,15
270,422,422
524,470,470
285,195,195
137,651,651
640,564,640
286,97,286
692,575,575
433,526,526
98,490,490
572,618,572
381,534,381
296,206,206
712,403,403
318,15,15
144,559,144
646,709,646
627,236,627
645,342,645
606,138,606
224,11,224
45,23,23
443,635,635
569,702,702
282,336,282
454,77,77
250,63,63
699,146,146
538,211,211
524,23,524
699,222,699
577,369,369
140,474,474
608,186,186
463,29,463
349,495,495
4,43,4
208,644,208
372,436,372
215,622,215
41,255,41
234,677,234
674,596,596
567,254,254
167,46,167
74,596,74
199,351,351
586,679,586
89,390,390
245,215,215
381,545,545
236,591,236
375,6,6
495,572,572
239,440,239
18,218,18
426,357,426
445,350,445
691,286,286
382,316,382
251,77,251
298,73,73
424,348,424
418,477,418
296,666,666
670,238,238
359,279,359
427,86,427
481,710,481
110,134,134
263,159,263
417,20,20
626,330,330
512,294,512
162,374,162
549,239,239
219,206,206
680,716,716
531,361,361
365,123,123
18,583,18
145,615,615
156,617,617
352,448,448
718,565,718
116,416,116
187,120,120
177,603,177
424,380,424
522,369,522
103,183,103
532,671,671
468,292,468
693,209,693
68,711,711
534,510,534
101,307,101
5,564,564
484,55,484
172,533,533
674,465,465
4,135,135
271,222,271
203,158,203
495,649,649
382,383,383
550,548,550
510,693,510
76,573,573
606,684,684
6,109,6
335,534,335
90,664,90
343,259,343
717,641,641
216,76,76
611,576,611
160,386,386
644,350,644
237,685,685
645,672,645
321,661,661
309,317,309
577,695,695
298,138,138
485,434,485
7,708,7
172,182,172
550,469,550
296,312,312
711,287,287
199,419,419
407,578,407
101,105,105
459,564,459
298,603,603
520,470,470
683,455,455
43,142,142
561,171,561
257,251,251
275,277,277
375,126,126
618,651,651
419,211,419
671,33,671
703,720,720
628,555,555
392,559,392
115,403,115
83,502,502
47,395,395
426,106,106
616,36,36
580,233,233
440,110,110
264,608,608
644,547,547
412,136,136
223,689,689
524,668,524
61,693,61
302,555,555
433,609,609
547,275,547
203,581,581
670,288,288
664,518,664
75,529,529
575,321,321
429,47,429
38,351,38
409,572,572
96,415,415
418,445,445
697,655,655
413,210,210
85,591,85
198,629,198
398,290,398
415,139,415
335,111,335
126,552,126
606,166,166
710,475,475
328,270,328
216,416,416
413,621,621
552,453,552
324,198,198
122,476,476
55,485,55
272,339,272
554,544,554
642,653,642
3,570,3
117,573,573
497,157,497
131,248,248
53,568,53
666,522,666
120,300,120
205,39,205
572,616,572
80,712,80
11,321,321
118,343,118
506,500,500
243,79,243
128,530,128
702,619,702
39,298,298
665,26,26
665,26,32
665,32,26
665,32,32
318,623,318
662,720,662
311,16,311
192,613,613
191,323,323
596,490,596
313,650,313
420,66,66
158,513,513
8,64,64
324,492,492
187,471,471
446,710,710
502,142,142
586,330,330
120,598,598
245,49,49
13,3,3
518,165,165
417,165,417
437,494,494
659,564,564
378,267,267
534,208,534
146,677,146
470,180,470
597,428,428
399,116,116
478,191,191
285,92,92
10,633,10
324,458,324
155,45,155
223,582,223
320,276,276
100,490,490
285,372,372
366,545,545
701,682,701
357,625,625
177,456,177
509,266,509
291,682,291
357,431,431
626,203,203
653,472,472
635,239,635
95,652,95
326,6,6
549,272,549
632,315,632
455,230,230
234,153,234
310,539,310
66,445,445
392,405,392
541,599,541
389,505,505
459,662,662
661,563,563
716,243,243
114,122,122
501,124,124
479,712,712
690,18,18
464,420,464
136,328,136
207,239,239
372,508,508
505,555,555
14,246,246
172,72,72
396,332,396
189,196,196
472,511,472
36,151,151
362,395,362
459,260,260
469,280,469
299,602,602
691,1,1
134,35,134
275,542,542
331,126,126
176,606,606
301,382,382
419,323,419
415,634,415
262,677,262
622,216,216
620,84,620
220,237,237
575,691,575
629,280,629
683,56,683
376,458,376
275,668,668
274,328,274
209,716,716
370,215,215
682,552,552
362,18,18
691,587,587
308,599,308
468,683,468
721,686,721
433,546,546
99,384,384
440,67,67
158,351,351
160,280,160
654,605,654
481,544,481
376,300,376
129,619,619
640,571,640
109,364,364
409,407,407
244,264,264
258,277,277
493,225,493
355,585,585
177,123,123
46,536,536
719,478,478
398,79,398
598,500,500
95,625,625
201,645,645
443,284,284
472,613,472
503,46,503
416,402,402
300,7,300
408,658,658
492,300,492
720,233,233
273,46,273
472,473,472
215,708,215
679,211,211
422,505,505
714,598,598
713,258,258
48,316,48
455,647,647
127,545,545
703,567,567
537,422,537
88,687,687
362,701,701
580,601,601
597,218,218
312,458,312
196,642,642
415,135,135
139,521,521
184,631,631
530,707,530
251,624,624
29,456,456
107,494,494
698,535,535
647,129,647
386,315,386
49,216,49
521,664,521
333,180,333
519,512,512
499,394,499
719,466,466
642,47,642
621,442,621
642,332,642
95,393,95
10,286,286
76,269,76
213,537,537
218,352,352
128,311,128
650,464,464
52,364,52
158,394,394
309,572,572
405,586,586
559,295,295
516,309,516
255,700,700
583,648,648
2,28,28
685,530,530
304,389,389
652,638,638
428,446,446
415,80,80
334,587,587
180,382,382
142,341,142
46,268,46
226,598,598
85,413,85
557,709,709
504,99,99
612,35,35
62,434,434
46,665,665
576,442,576
281,654,654
286,470,470
158,39,158
53,193,53
699,413,699
125,149,125
576,135,135
381,500,381
690,368,368
307,121,121
312,194,312
169,11,169
573,314,573
198,390,198
546,122,122
665,129,665
661,300,661
79,59,59
187,424,424
248,176,248
436,689,689
579,277,277
705,266,705
535,643,643
248,630,630
388,664,388
469,365,469
414,405,405
510,171,510
129,215,215
333,30,30
117,242,117
265,298,298
372,38,38
448,456,448
152,646,646
284,20,20
157,174,157
519,328,328
500,702,702
453,220,220
330,344,330
346,234,234
357,494,494
632,517,632
625,466,466
270,468,468
149,346,149
138,41,41
195,214,214
94,19,19
28,662,662
510,512,510
157,505,157
194,576,576
669,460,460
187,274,274
251,64,64
610,625,625
439,633,633
672,304,672
25,167,25
522,386,386
196,639,196
14,620,620
660,375,660
671,143,143
654,264,264
250,698,250
282,1,282
463,14,463
223,364,223
416,330,330
561,461,461
555,505,555
536,20,20
410,173,410
171,548,171
511,327,511
329,624,329
514,273,514
28,333,28
207,446,446
605,134,134
61,114,61
533,698,698
226,69,226
457,512,512
235,399,235
146,515,146
655,373,655
450,56,56
109,668,668
464,669,669
142,398,142
136,306,136
200,539,539
709,220,709
546,519,546
335,385,385
579,339,339
346,97,97
450,39,450
98,164,164
604,577,604
92,84,84
89,405,405
233,31,31
474,276,474
693,309,309
322,112,112
142,565,565
603,484,484
391,197,391
621,477,621
305,18,305
97,419,419
672,52,52
651,406,651
418,717,717
318,518,318
675,198,198
416,213,416
148,76,148
345,222,222
119,128,128
107,533,107
194,147,147
193,676,676
416,10,10
626,8,8
639,483,639
332,669,332
224,411,224
543,193,193
133,285,133
362,364,362
626,325,325
407,387,407
15,34,34
716,647,647
188,585,188
126,702,702
383,291,291
706,131,706
178,477,178
259,126,126
274,245,245
67,689,689
244,235,244
257,253,253
510,234,510
371,385,385
259,374,259
200,344,200
296,454,454
118,620,620
263,524,524
665,154,154
507,559,507
683,337,337
283,18,18
164,301,301
176,276,276
246,307,307
188,702,702
324,639,639
657,602,657
585,223,585
423,714,714
690,328,328
596,603,596
671,455,671
69,171,171
583,45,583
181,191,181
264,376,264
48,717,717
440,317,317
243,319,243
383,683,383
554,608,608
570,58,570
572,191,572
453,567,567
187,201,187
457,105,457
202,551,551
578,701,701
173,344,344
339,539,539
247,412,247
162,659,162
35,22,22
681,189,681
543,692,543
211,46,211
441,119,441
241,683,241
704,362,362
426,48,426
135,499,135
331,31,31
242,1,242
16,240,240
5,416,5
609,460,609
521,360,521
315,490,490
557,200,200
569,331,569
558,637,558
666,397,666
628,419,419
300,658,658
599,633,633
463,429,429
142,449,142
379,341,379
614,3,3
171,594,171
353,453,453
456,671,671
366,580,580
213,176,176
605,345,605
410,264,264
539,407,407
564,264,264
635,340,635
370,582,370
318,287,318
209,301,301
31,454,454
630,84,630
364,571,571
159,167,159
608,704,608
629,89,629
404,305,404
300,478,478
686,20,20
618,47,618
337,527,527
488,45,488
697,207,207
654,550,550
471,170,170
347,285,347
587,399,587
385,38,38
683,322,322
445,705,445
216,14,216
655,321,321
93,130,93
693,361,693
421,88,88
380,149,380
285,93,93
416,551,551
579,164,164
511,513,513
204,292,292
500,261,500
147,528,528
581,621,581
645,450,645
232,247,247
193,637,637
407,462,462
681,271,681
31,67,31
349,227,349
117,121,121
428,210,428
454,539,539
615,202,615
141,579,141
63,291,291
131,210,131
507,608,608
90,669,669
200,246,200
417,122,417
657,537,657
406,710,406
313,103,313
692,34,34
704,31,31
30,151,151
443,281,281
154,59,59
529,189,189
8,506,8
674,557,557
595,697,697
197,521,521
382,196,196
632,519,632
246,623,623
288,392,392
356,355,355
248,264,264
463,307,307
207,246,207
119,298,119
419,637,419
524,666,524
664,390,390
627,414,414
424,570,424
494,7,494
336,212,212
95,88,95
315,308,308
399,331,331
595,405,405
680,603,603
288,617,617
224,298,224
70,10,70
7,148,148
404,651,404
198,370,370
692,490,490
285,212,212
417,453,417
291,525,525
306,349,306
568,29,568
331,223,223
1,625,625
188,89,89
417,661,417
202,694,694
327,272,272
535,105,535
102,613,613
162,524,162
109,255,255
373,277,277
589,562,589
213,594,594
499,91,91
243,466,243
56,517,56
112,519,519
713,412,412
200,568,200
292,158,158
248,425,425
394,173,394
271,405,405
385,193,385
201,625,625
330,422,330
469,389,469
140,450,140
464,424,464
380,244,380
291,259,291
136,471,471
330,434,330
537,359,359
125,261,125
576,326,326
629,488,629
213,6,6
611,548,611
56,198,198
245,179,245
400,500,400
235,404,235
253,300,253
494,219,494
620,70,620
537,308,308
652,498,652
77,468,77
66,308,308
645,581,645
72,51,51
248,572,572
605,49,49
386,579,386
717,102,717
322,353,353
24,521,521
709,127,127
563,405,405
143,22,143
354,401,354
262,129,262
95,206,95
16,400,400
507,277,277
373,580,373
106,119,106
436,373,373
503,403,503
629,415,415
209,571,571
421,607,421
256,587,587
292,290,290
312,319,319
537,682,537
425,504,504
249,497,497
537,277,277
276,630,276
70,270,70
677,646,646
189,368,189
635,135,135
31,319,319
255,274,274
482,504,482
65,69,65
366,410,366
279,253,253
56,39,56
414,712,414
513,670,513
243,532,243
609,26,26
609,26,32
609,32,26
609,32,32
452,137,452
155,63,63
202,687,687
93,53,53
634,208,634
228,85,85
703,139,139
659,254,254
689,427,427
334,393,334
179,147,147
259,502,502
448,365,448
498,273,498
98,720,720
374,75,75
553,489,553
667,690,667
349,221,221
384,72,384
429,328,328
155,434,434
43,292,292
288,544,288
245,252,245
627,134,134
57,570,57
257,396,257
343,180,343
143,379,379
276,245,245
461,79,461
411,153,153
255,222,255
347,565,565
394,578,394
391,433,391
238,86,238
295,18,18
272,668,668
393,314,314
639,99,639
154,266,154
635,628,635
76,448,448
112,608,112
144,594,144
596,235,596
280,278,278
454,62,454
289,385,385
409,507,507
39,100,39
467,176,467
444,280,444
195,360,195
69,401,69
615,354,615
179,46,179
241,505,241
256,275,275
507,304,507
19,644,644
376,575,376
141,606,141
339,125,125
710,164,164
535,460,535
617,307,617
346,532,346
488,312,312
373,339,373
522,166,166
687,109,687
3,78,78
138,531,531
646,667,646
695,604,695
268,245,245
143,414,414
338,328,328
446,449,446
170,44,170
432,653,432
182,472,472
536,298,536
702,474,702
437,432,432
416,491,491
639,380,380
129,202,202
339,51,51
626,322,626
252,153,252
197,119,119
605,490,490
135,512,135
286,527,527
271,332,332
512,211,512
34,210,34
694,353,694
29,203,203
531,317,317
532,244,244
67,237,237
406,98,406
210,180,180
336,295,295
204,514,514
162,561,561
283,340,283
287,197,197
112,29,29
114,637,637
220,486,486
157,502,157
567,344,567
384,658,658
501,523,523
47,651,651
363,249,249
212,646,646
264,245,264
622,463,463
513,487,487
115,323,115
640,529,640
718,193,193
152,663,663
570,343,570
53,616,53
715,268,715
528,443,528
460,574,460
426,145,145
697,141,141
340,65,65
260,170,170
164,270,164
236,482,482
151,578,151
653,39,653
200,307,200
575,181,181
281,134,134
318,125,125
38,181,38
602,674,602
153,374,153
353,368,368
664,633,633
438,619,619
586,635,635
600,691,600
284,411,284
230,186,230
192,568,568
231,268,231
374,113,374
525,78,525
294,414,414
398,621,398
608,703,608
614,416,614
215,634,215
652,675,652
692,83,83
715,599,715
444,561,561
514,429,429
102,657,657
627,342,627
475,325,475
422,289,289
205,419,419
504,632,632
201,167,201
433,385,385
664,245,245
244,228,244
289,36,289
278,381,381
47,652,652
20,694,20
118,1,118
641,594,641
605,275,275
122,357,122
667,203,203
381,412,381
503,580,503
293,77,77
114,569,569
388,627,627
160,409,160
516,656,516
498,623,623
715,218,715
339,557,339
222,192,222
329,356,329
120,667,120
609,294,294
289,287,289
573,501,573
573,630,573
401,538,538
214,240,214
526,133,526
15,522,522
69,557,557
189,432,432
184,14,184
572,441,441
262,266,262
14,267,267
388,646,646
591,388,388
293,224,224
502,118,118
719,665,719
247,106,106
51,433,51
703,444,444
526,507,526
696,414,414
659,29,659
231,451,451
201,408,408
28,213,28
124,578,124
358,265,358
535,341,535
660,649,649
39,664,664
705,618,705
260,244,244
604,595,595
197,50,50
292,377,377
268,337,337
640,156,640
308,134,308
663,538,663
325,663,663
231,147,147
242,377,242
83,621,83
447,397,397
180,654,654
245,287,245
448,721,448
355,42,42
94,710,94
59,85,85
349,570,349
31,610,31
84,608,608
239,309,239
513,449,513
468,665,468
222,22,22
136,501,136
606,8,8
510,19,510
195,469,469
480,243,243
74,584,584
651,146,146
345,472,472
569,190,190
188,202,188
250,299,250
393,84,84
483,170,483
118,284,118
708,196,196
307,271,307
70,44,70
682,108,108
458,636,636
480,194,480
8,514,514
401,136,136
601,427,601
39,624,624
180,583,583
65,477,477
675,599,675
611,161,611
715,411,411
259,644,259
421,492,492
44,475,475
708,299,708
706,464,706
423,238,423
86,48,48
680,302,302
208,703,208
222,700,700
271,560,560
322,160,160
64,456,64
226,501,226
23,547,547
414,585,585
579,74,579
607,371,371
720,519,720
629,61,61
584,275,275
151,495,151
409,560,560
517,403,403
259,598,259
354,610,354
671,134,671
470,528,528
450,335,335
698,165,165
539,633,539
128,642,642
664,365,365
235,209,209
121,20,121
557,169,169
438,159,159
314,102,314
52,590,590
340,33,33
158,97,97
7,83,83
61,258,61
29,698,698
551,540,551
581,612,581
354,705,354
562,30,30
524,269,524
662,110,662
483,403,483
603,309,309
187,475,475
288,237,288
553,311,311
261,92,261
58,459,58
679,661,661
240,261,240
548,127,127
523,89,523
183,105,105
109,591,109
359,148,359
81,437,81
338,16,338
580,685,685
413,719,719
717,485,717
685,505,505
203,165,203
328,551,551
598,367,598
485,228,485
114,465,114
80,371,371
323,577,323
19,254,254
691,29,691
106,512,512
314,104,314
568,384,384
382,513,382
682,636,636
318,67,318
519,715,715
676,231,676
572,352,572
34,124,124
506,284,284
690,337,337
554,167,554
259,392,392
93,192,93
551,338,551
578,146,146
127,623,623
307,316,307
117,622,622
363,115,115
371,694,694
621,658,658
289,515,289
1,357,357
200,543,200
120,151,151
169,466,169
538,93,93
447,57,57
682,688,688
563,296,563
252,574,252
419,540,419
210,372,372
136,179,136
325,179,325
425,344,344
612,20,20
255,124,124
654,356,654
450,505,505
522,471,522
608,385,385
380,587,380
460,488,488
721,307,721
84,5,5
118,404,118
658,554,658
91,578,91
317,406,406
339,34,34
480,234,480
367,321,321
151,349,151
143,426,426
553,172,553
705,545,545
635,655,655
348,232,232
666,178,178
42,570,42
619,334,334
650,180,180
562,549,549
614,693,693
84,660,84
564,127,127
120,369,120
114,128,128
268,432,432
175,491,491
421,710,421
385,405,385
303,23,23
492,620,620
352,118,118
79,190,190
79,62,79
104,717,717
451,399,451
121,309,121
317,45,317
107,346,107
377,343,343
709,195,709
706,104,706
214,635,635
311,22,22
310,578,310
511,606,511
571,407,571
418,716,716
299,207,207
148,547,547
81,251,251
249,443,249
183,568,568
87,528,528
177,212,177
591,595,595
714,95,95
83,30,83
219,289,289
193,451,193
51,439,51
444,474,474
611,432,432
127,197,127
212,117,117
296,657,657
136,551,551
630,351,630
29,460,460
540,460,460
49,448,448
275,209,275
425,692,425
501,85,85
325,678,678
704,657,657
3,164,3
143,490,490
226,452,452
503,175,503
573,280,573
341,448,448
267,526,526
396,286,286
268,154,154
119,716,716
406,13,406
472,661,472
455,561,561
563,221,221
178,330,330
685,344,344
522,502,522
466,50,50
671,486,486
663,42,663
74,257,257
276,107,276
286,3,3
299,714,714
64,520,64
202,195,195
366,505,505
679,255,255
420,209,420
397,102,397
188,257,257
675,98,675
152,64,64
56,591,56
46,294,294
62,259,62
702,606,702
252,47,47
147,553,553
200,351,351
661,73,73
548,251,251
371,228,228
410,639,639
488,434,488
278,650,650
515,89,515
160,498,160
325,410,325
506,619,619
359,283,359
458,162,162
173,603,603
158,624,624
110,241,241
379,331,379
38,697,38
422,141,141
29,248,248
414,245,245
513,288,288
108,551,551
116,402,402
516,286,516
223,388,388
278,688,278
526,532,532
458,172,172
649,530,649
281,703,703
248,720,720
374,184,184
152,249,249
491,458,491
695,237,695
644,30,644
198,407,198
254,236,254
693,421,421
182,524,182
22,601,22
552,83,552
611,240,240
476,42,42
282,466,466
284,237,237
104,596,596
35,320,320
493,196,493
495,182,495
36,689,689
65,538,65
557,619,619
206,594,594
555,291,555
205,435,435
561,595,561
490,359,490
458,102,458
153,210,153
195,681,681
341,374,341
62,41,62
369,713,369
308,302,308
137,157,157
232,527,527
43,574,574
366,199,366
143,460,460
696,552,552
246,455,455
332,709,709
389,703,389
675,285,675
665,721,721
51,602,51
485,164,485
281,277,277
680,639,680
137,637,637
339,89,339
421,75,421
679,5,5
80,72,80
51,163,51
155,458,155
485,360,485
443,676,676
716,83,716
191,483,483
208,2,208
529,509,529
526,331,331
315,674,315
462,218,462
382,525,382
262,464,262
43,601,601
347,517,347
554,206,554
186,74,186
24,144,144
453,256,256
319,560,319
91,134,91
521,608,608
426,625,426
693,518,693
109,307,307
544,143,544
511,102,511
57,684,57
614,167,614
122,372,122
66,226,226
286,665,286
669,483,483
538,164,164
661,446,446
162,240,162
266,595,595
36,270,36
229,640,640
136,698,136
478,239,239
383,449,383
439,360,439
263,78,78
589,484,484
318,311,311
527,354,527
655,238,655
486,102,486
2,114,114
45,515,515
339,649,649
301,177,177
718,470,470
181,302,302
382,262,382
499,188,188
377,443,377
316,410,316
452,415,452
293,615,615
208,42,42
103,379,103
137,638,638
527,166,166
10,693,693
310,201,310
535,646,646
321,548,321
134,96,134
507,50,50
482,697,482
693,657,657
630,480,630
442,23,23
180,562,180
61,646,646
605,225,225
575,358,358
356,652,652
134,196,196
88,631,631
617,225,617
120,23,120
619,464,619
561,11,561
333,512,512
422,1,1
63,638,638
310,417,310
101,446,446
589,400,400
649,601,649
81,662,662
681,634,681
331,260,260
212,276,276
139,498,139
342,604,342
442,502,502
206,382,382
149,193,193
108,96,96
512,528,528
438,144,144
13,567,567
30,176,30
229,363,229
80,134,134
446,325,446
485,478,478
94,8,94
